% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.270868857e+02 +1.270868857e+02 -3.350031143e+02 -3.350031143e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
202 +1.167914780e+02 +1.167914780e+02 -3.452985220e+02 -3.452985220e+02 +2.9229e+00 +8.0054e-01 +6.6586e-01 -1.5107e+00 +3.4594e+00
239 +1.028138215e+02 +1.028138215e+02 -3.592761785e+02 -3.592761785e+02 +8.0404e-01 +7.3590e-01 -5.9325e-01 -1.8563e+00 +3.2944e+00
244 +8.337090083e+01 +8.337090083e+01 -3.787190992e+02 -3.787190992e+02 +5.5178e-01 +3.5241e+00 +4.3026e+00 -1.2840e+00 +3.0277e+00
260 +7.154506417e+01 +7.154506417e+01 -3.905449358e+02 -3.905449358e+02 -1.5346e+00 +1.4144e+00 +2.2794e-01 -1.6132e-01 +2.4811e+00
282 +3.884216866e+01 +3.884216866e+01 -4.232478313e+02 -4.232478313e+02 -1.4890e+00 +2.9837e+00 +1.6561e+00 -4.4047e-01 +3.4027e+00
363 +3.615076210e+01 +3.615076210e+01 -4.259392379e+02 -4.259392379e+02 -1.1178e+00 +4.0042e+00 +2.3482e+00 +3.2112e-01 +2.3258e+00
429 +3.085020111e+01 +3.085020111e+01 -4.312397989e+02 -4.312397989e+02 -2.4082e+00 +3.1019e+00 +1.7786e+00 -1.1285e-01 +3.2977e+00
455 +2.328890615e+01 +2.328890615e+01 -4.388010939e+02 -4.388010939e+02 -1.7682e+00 +1.5278e+00 +1.6969e+00 +7.1155e-01 +2.6754e+00
508 +1.987935419e+01 +1.987935419e+01 -4.422106458e+02 -4.422106458e+02 -2.3761e+00 +4.4058e+00 +2.7483e+00 +3.9627e-01 +2.0003e+00
528 +1.899625031e+01 +1.899625031e+01 -4.430937497e+02 -4.430937497e+02 -2.1959e+00 +2.5036e+00 +1.5805e+00 +2.8722e-01 +1.9889e+00
557 +1.825715582e+01 +1.825715582e+01 -4.438328442e+02 -4.438328442e+02 -2.1974e+00 +2.1903e+00 +1.5309e+00 +3.0551e-01 +2.3723e+00
585 +1.194623119e+01 +1.194623119e+01 -4.501437688e+02 -4.501437688e+02 -2.3687e+00 +3.1029e+00 +1.7225e+00 +3.3614e-01 +1.6457e+00
673 +5.127687730e+00 +5.127687730e+00 -4.569623123e+02 -4.569623123e+02 -2.2987e+00 +2.2908e+00 +1.5790e+00 +3.2633e-01 +2.3398e+00
961 +4.832247636e+00 +4.832247636e+00 -4.572577524e+02 -4.572577524e+02 -2.2943e+00 +3.0766e+00 +1.5658e+00 +6.9915e-01 +2.3073e+00
1111 +2.750886331e+00 +2.750886331e+00 -4.593391137e+02 -4.593391137e+02 -2.3164e+00 +2.2951e+00 +1.5912e+00 +7.3097e-01 +2.3303e+00
2028 +2.095268530e+00 +2.095268530e+00 -4.599947315e+02 -4.599947315e+02 -2.3677e+00 +1.4729e+00 +2.1909e+00 +7.1821e-01 +2.3131e+00
2354 +2.066868064e+00 +2.066868064e+00 -4.600231319e+02 -4.600231319e+02 -2.4018e+00 +2.2427e+00 +2.2223e+00 +7.4265e-01 +2.2932e+00
2516 +1.234187764e+00 +1.234187764e+00 -4.608558122e+02 -4.608558122e+02 -2.3084e+00 +2.2999e+00 +2.2054e+00 +6.9837e-01 +2.2984e+00
