% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.394424455e+01 +6.394424455e+01 -9.360557554e+02 -9.360557554e+02 +0.0000e+00 +0.0000e+00
2 +1.094134789e+01 +1.094134789e+01 -9.890586521e+02 -9.890586521e+02 -2.3470e+00 -1.6013e+00
5 +1.020597091e+01 +1.020597091e+01 -9.897940291e+02 -9.897940291e+02 -2.4091e+00 -1.5981e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.423892705e+01 +3.423892705e+01 +1.034238927e+03 +1.034238927e+03 +0.0000e+00 +0.0000e+00
2 +1.131559616e+01 +1.131559616e+01 +1.011315596e+03 +1.011315596e+03 +3.6280e+00 -4.7910e+00
5 +1.042036731e+01 +1.042036731e+01 +1.010420367e+03 +1.010420367e+03 +3.6175e+00 -4.7397e+00
12 +9.541478008e+00 +9.541478008e+00 +1.009541478e+03 +1.009541478e+03 +3.6245e+00 -4.6245e+00
24 +9.281309083e+00 +9.281309083e+00 +1.009281309e+03 +1.009281309e+03 +3.6250e+00 -4.5553e+00
43 +4.785820141e+00 +4.785820141e+00 +1.004785820e+03 +1.004785820e+03 +3.6506e+00 -3.7238e+00
55 +3.466414562e+00 +3.466414562e+00 +1.003466415e+03 +1.003466415e+03 +3.5548e+00 -3.5158e+00
95 +3.182308613e+00 +3.182308613e+00 +1.003182309e+03 +1.003182309e+03 +3.8358e+00 -3.7411e+00
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.958288784e+01 +5.958288784e+01 +1.045288784e+01 +1.045288784e+01 +0.0000e+00 +0.0000e+00
2 +5.696292739e+01 +5.696292739e+01 +7.832927391e+00 +7.832927391e+00 -4.2725e+00 -4.3288e+00
3 +5.550205288e+01 +5.550205288e+01 +6.372052880e+00 +6.372052880e+00 -4.2394e+00 -4.3203e+00
12 +4.969291656e+01 +4.969291656e+01 +5.629165570e-01 +5.629165570e-01 -4.1229e+00 -4.3418e+00
16 +4.304200249e+01 +4.304200249e+01 -6.087997506e+00 -6.087997506e+00 -3.8560e+00 -4.3245e+00
101 +1.749346906e+01 +1.749346906e+01 -3.163653094e+01 -3.163653094e+01 -3.8045e+00 -3.1412e+00
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.220170774e+01 +4.220170774e+01 +3.399317077e+02 +3.399317077e+02 +0.0000e+00 +0.0000e+00
25 +4.138661078e+01 +4.138661078e+01 +3.391166108e+02 +3.391166108e+02 +2.2759e+00 +4.4510e+00
36 +4.037765751e+01 +4.037765751e+01 +3.381076575e+02 +3.381076575e+02 +2.2920e+00 +4.5744e+00
39 +1.137532778e+01 +1.137532778e+01 +3.091053278e+02 +3.091053278e+02 +9.6908e-01 +4.5800e+00
44 +1.071213000e+01 +1.071213000e+01 +3.084421300e+02 +3.084421300e+02 +1.2272e+00 +3.0671e+00
53 +9.994566338e+00 +9.994566338e+00 +3.077245663e+02 +3.077245663e+02 +3.2968e-01 +3.5847e+00
54 +1.500180330e+00 +1.500180330e+00 +2.992301803e+02 +2.992301803e+02 -1.4871e+00 +1.4726e+00
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.902155869e+01 +6.902155869e+01 +1.205915587e+02 +1.205915587e+02 +0.0000e+00 +0.0000e+00
56 +5.753767572e+01 +5.753767572e+01 +1.091076757e+02 +1.091076757e+02 +2.8020e+00 -1.4664e+00
63 +3.961062826e+00 +3.961062826e+00 +5.553106283e+01 +5.553106283e+01 +4.1023e+00 -1.4725e+00
80 +3.680947091e+00 +3.680947091e+00 +5.525094709e+01 +5.525094709e+01 +4.1964e+00 -1.4653e+00
% function evaluation | noise-free fitness - Fopt (-4.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.035691653e+01 +3.035691653e+01 +2.548691653e+01 +2.548691653e+01 +0.0000e+00 +0.0000e+00
2 +1.368563511e+01 +1.368563511e+01 +8.815635108e+00 +8.815635108e+00 +1.6604e+00 +2.2760e+00
12 +1.307299720e+01 +1.307299720e+01 +8.202997197e+00 +8.202997197e+00 +1.6602e+00 +2.2576e+00
15 +1.138779326e+01 +1.138779326e+01 +6.517793259e+00 +6.517793259e+00 +1.6966e+00 +2.1143e+00
29 +1.101878706e+01 +1.101878706e+01 +6.148787059e+00 +6.148787059e+00 +1.6590e+00 +2.1129e+00
34 +9.656089590e+00 +9.656089590e+00 +4.786089590e+00 +4.786089590e+00 +1.4588e+00 +2.1197e+00
44 +1.903040652e+00 +1.903040652e+00 -2.966959348e+00 -2.966959348e+00 +9.1464e-01 +2.0887e+00
90 +1.843804815e+00 +1.843804815e+00 -3.026195185e+00 -3.026195185e+00 +9.2530e-01 +2.0925e+00
% function evaluation | noise-free fitness - Fopt (1.511400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.328045424e+01 +1.328045424e+01 +1.644204542e+02 +1.644204542e+02 +0.0000e+00 +0.0000e+00
77 +1.181770274e+01 +1.181770274e+01 +1.629577027e+02 +1.629577027e+02 +1.1793e+00 +2.6028e+00
% function evaluation | noise-free fitness - Fopt (-1.332700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.262742423e+01 +1.262742423e+01 -1.206425758e+02 -1.206425758e+02 +0.0000e+00 +0.0000e+00
33 +1.027935067e+01 +1.027935067e+01 -1.229906493e+02 -1.229906493e+02 -2.0766e+00 +1.0888e+00
43 +1.104409804e+00 +1.104409804e+00 -1.321655902e+02 -1.321655902e+02 -2.1490e+00 -1.2706e+00
59 +9.714185880e-01 +9.714185880e-01 -1.322985814e+02 -1.322985814e+02 -2.1047e+00 -1.2351e+00
% function evaluation | noise-free fitness - Fopt (-5.488000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.188877024e+00 +9.188877024e+00 -4.569112298e+01 -4.569112298e+01 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.253700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.200473532e+01 +2.200473532e+01 -2.033652647e+02 -2.033652647e+02 +0.0000e+00 +0.0000e+00
73 +1.944275350e+01 +1.944275350e+01 -2.059272465e+02 -2.059272465e+02 +3.8073e+00 +3.9325e+00
82 +1.820797812e+01 +1.820797812e+01 -2.071620219e+02 -2.071620219e+02 +3.8144e+00 +4.1491e+00
90 +1.816599731e+01 +1.816599731e+01 -2.072040027e+02 -2.072040027e+02 +3.8219e+00 +4.0388e+00
92 +6.550386269e+00 +6.550386269e+00 -2.188196137e+02 -2.188196137e+02 +3.8115e+00 +4.7689e+00
% function evaluation | noise-free fitness - Fopt (-2.212900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.603248727e+01 +5.603248727e+01 -1.652575127e+02 -1.652575127e+02 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (1.065700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.674942548e+01 +6.674942548e+01 +1.733194255e+02 +1.733194255e+02 +0.0000e+00 +0.0000e+00
2 +5.649481069e+01 +5.649481069e+01 +1.630648107e+02 +1.630648107e+02 +2.7858e-01 +2.6023e-01
17 +5.614174240e+01 +5.614174240e+01 +1.627117424e+02 +1.627117424e+02 +2.7768e-01 +2.7861e-01
27 +5.488359997e+01 +5.488359997e+01 +1.614536000e+02 +1.614536000e+02 +3.0014e-01 +2.9922e-01
33 +5.301230908e+01 +5.301230908e+01 +1.595823091e+02 +1.595823091e+02 +2.4090e-01 +4.9646e-01
36 +4.929670575e+01 +4.929670575e+01 +1.558667057e+02 +1.558667057e+02 +2.9045e-01 +5.6102e-01
54 +4.789625631e+01 +4.789625631e+01 +1.544662563e+02 +1.544662563e+02 +3.4666e-01 +5.0748e-01
63 +4.453424094e+01 +4.453424094e+01 +1.511042409e+02 +1.511042409e+02 +3.7378e-01 +5.8780e-01
65 +2.542603423e+01 +2.542603423e+01 +1.319960342e+02 +1.319960342e+02 +3.2150e-01 +1.1500e+00
79 +1.811561495e+01 +1.811561495e+01 +1.246856149e+02 +1.246856149e+02 +6.6031e-01 +1.5562e+00
93 +1.620308272e+01 +1.620308272e+01 +1.227730827e+02 +1.227730827e+02 +6.8109e-01 +1.7620e+00
94 +3.078716954e+00 +3.078716954e+00 +1.096487170e+02 +1.096487170e+02 +5.7187e-01 +2.1438e+00
% function evaluation | noise-free fitness - Fopt (-1.284800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
