% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.036745178e+02 +1.036745178e+02 +1.750245178e+02 +1.750245178e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +7.145264234e+01 +7.145264234e+01 +1.428026423e+02 +1.428026423e+02 -4.2619e+00 +5.5755e-01 -3.6418e+00 -3.5508e+00 +1.8511e-01 -4.8845e+00 -3.1408e+00 +3.6290e+00 +1.5066e-01 -7.7854e-01
6 +6.320909445e+01 +6.320909445e+01 +1.345590944e+02 +1.345590944e+02 -4.2610e+00 +5.5294e-01 -3.6448e+00 -3.5560e+00 +2.4894e-01 -4.8616e+00 -3.1383e+00 +3.6260e+00 +1.4719e-01 -7.6592e-01
13 +6.105561486e+01 +6.105561486e+01 +1.324056149e+02 +1.324056149e+02 -4.2630e+00 +5.5271e-01 -3.5789e+00 -3.5523e+00 +1.9297e-01 -4.8701e+00 -3.1367e+00 +3.6258e+00 +1.4587e-01 -7.7058e-01
21 +5.230069317e+01 +5.230069317e+01 +1.236506932e+02 +1.236506932e+02 -4.2656e+00 +5.5051e-01 -3.5384e+00 -3.5514e+00 +1.9452e-01 -4.8950e+00 -3.1378e+00 +3.6261e+00 +1.4127e-01 -7.7331e-01
105 +4.724397390e+01 +4.724397390e+01 +1.185939739e+02 +1.185939739e+02 -4.2551e+00 +5.5541e-01 -3.4643e+00 -3.5545e+00 +1.9845e-01 -4.8775e+00 -3.0835e+00 +3.6245e+00 +1.5738e-01 -7.6703e-01
132 +4.541296478e+01 +4.541296478e+01 +1.167629648e+02 +1.167629648e+02 -4.0382e+00 +5.4945e-01 -3.4272e+00 -3.5607e+00 +1.5297e-01 -4.8587e+00 -3.1104e+00 +3.6254e+00 +1.5956e-01 -8.7947e-01
232 +4.405650652e+01 +4.405650652e+01 +1.154065065e+02 +1.154065065e+02 -4.1710e+00 +5.8439e-01 -3.5008e+00 -3.5557e+00 -2.1190e-02 -4.9449e+00 -3.1621e+00 +3.6246e+00 +1.1966e-01 -8.2064e-01
233 +4.329292510e+01 +4.329292510e+01 +1.146429251e+02 +1.146429251e+02 -4.2038e+00 +5.6509e-01 -3.4588e+00 -3.5569e+00 +2.1982e-01 -4.8420e+00 -3.1247e+00 +3.6257e+00 +1.0490e-01 -7.7416e-01
260 +4.265007908e+01 +4.265007908e+01 +1.140000791e+02 +1.140000791e+02 -3.8692e+00 +5.1347e-01 -3.5295e+00 -3.5483e+00 +4.8389e-02 -4.8546e+00 -3.0904e+00 +3.6230e+00 +1.8169e-01 -7.3675e-01
