% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.521515401e+03 +5.521515401e+03 +4.975015401e+03 +4.975015401e+03 +0.0000e+00 +0.0000e+00
73 +5.036389897e+03 +5.036389897e+03 +4.489889897e+03 +4.489889897e+03 -3.1876e+00 +3.0595e+00
83 +2.831928732e+03 +2.831928732e+03 +2.285428732e+03 +2.285428732e+03 -4.8928e+00 +1.9003e+00
88 +2.129884403e+03 +2.129884403e+03 +1.583384403e+03 +1.583384403e+03 -4.8047e+00 +3.3864e-01
91 +1.957531906e+03 +1.957531906e+03 +1.411031906e+03 +1.411031906e+03 -4.1833e+00 +2.1625e+00
94 +1.688807795e+03 +1.688807795e+03 +1.142307795e+03 +1.142307795e+03 -4.5496e+00 +1.5920e+00
98 +2.560868624e+00 +2.560868624e+00 -5.439391314e+02 -5.439391314e+02 -1.9719e+00 +9.0932e-01
104 +2.364323984e+00 +2.364323984e+00 -5.441356760e+02 -5.441356760e+02 -1.9087e+00 +1.2935e+00
130 +1.501148522e+00 +1.501148522e+00 -5.449988515e+02 -5.449988515e+02 +1.4341e+00 +1.8200e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.521515401e+03 +5.521515401e+03 +6.521515401e+03 +6.521515401e+03 +0.0000e+00 +0.0000e+00
67 +3.135830443e+03 +3.135830443e+03 +4.135830443e+03 +4.135830443e+03 +1.2693e+00 +6.0802e-01
68 +2.635477576e+03 +2.635477576e+03 +3.635477576e+03 +3.635477576e+03 +6.4728e-02 +3.8030e-01
73 +1.412063106e+01 +1.412063106e+01 +1.014120631e+03 +1.014120631e+03 -2.6505e+00 +1.9142e+00
88 +6.312498649e+00 +6.312498649e+00 +1.006312499e+03 +1.006312499e+03 +2.3918e+00 +1.9302e+00
90 +5.078819740e+00 +5.078819740e+00 +1.005078820e+03 +1.005078820e+03 -5.6448e-01 +2.0536e+00
91 +3.171258801e+00 +3.171258801e+00 +1.003171259e+03 +1.003171259e+03 -2.4184e+00 +8.3809e-01
118 +2.932769231e+00 +2.932769231e+00 +1.002932769e+03 +1.002932769e+03 -1.7718e+00 +1.0158e+00
139 +2.520311770e+00 +2.520311770e+00 +1.002520312e+03 +1.002520312e+03 -1.0018e+00 +2.0746e+00
153 +1.696088877e+00 +1.696088877e+00 +1.001696089e+03 +1.001696089e+03 -1.1730e+00 +2.3516e+00
210 +1.307242521e+00 +1.307242521e+00 +1.001307243e+03 +1.001307243e+03 +1.5138e+00 +2.9542e+00
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.521515401e+03 +5.521515401e+03 +5.729895401e+03 +5.729895401e+03 +0.0000e+00 +0.0000e+00
58 +3.860240949e+03 +3.860240949e+03 +4.068620949e+03 +4.068620949e+03 -4.1471e+00 +2.5517e+00
62 +3.496990751e+03 +3.496990751e+03 +3.705370751e+03 +3.705370751e+03 -2.9751e-01 +1.6674e-01
63 +2.653941493e+03 +2.653941493e+03 +2.862321493e+03 +2.862321493e+03 -5.0741e+00 +1.4957e+00
66 +2.466775741e+03 +2.466775741e+03 +2.675155741e+03 +2.675155741e+03 -2.8695e+00 -3.1790e-01
69 +9.962697002e+02 +9.962697002e+02 +1.204649700e+03 +1.204649700e+03 -4.0733e+00 +6.4485e-01
72 +7.600412711e+02 +7.600412711e+02 +9.684212711e+02 +9.684212711e+02 -3.8752e+00 +3.9933e-01
75 +1.839228239e+02 +1.839228239e+02 +3.923028239e+02 +3.923028239e+02 -3.1708e+00 +1.5589e+00
76 +5.808779931e+00 +5.808779931e+00 +2.141887799e+02 +2.141887799e+02 -2.5708e+00 +2.0067e+00
85 +5.584625862e+00 +5.584625862e+00 +2.139646259e+02 +2.139646259e+02 +6.7294e-02 +2.4434e+00
93 +4.724294612e+00 +4.724294612e+00 +2.131042946e+02 +2.131042946e+02 -5.3704e-01 +1.8803e+00
97 +3.439292907e+00 +3.439292907e+00 +2.118192929e+02 +2.118192929e+02 -1.4187e+00 +2.2915e+00
118 +3.290841633e+00 +3.290841633e+00 +2.116708416e+02 +2.116708416e+02 -8.9628e-01 +1.5046e+00
128 +2.971934784e+00 +2.971934784e+00 +2.113519348e+02 +2.113519348e+02 -9.5317e-01 +1.8280e+00
130 +2.009526089e+00 +2.009526089e+00 +2.103895261e+02 +2.103895261e+02 -9.5557e-01 +1.2790e+00
206 +1.678997481e+00 +1.678997481e+00 +2.100589975e+02 +2.100589975e+02 -1.0131e+00 +1.2329e+00
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.521515401e+03 +5.521515401e+03 +5.376555401e+03 +5.376555401e+03 +0.0000e+00 +0.0000e+00
139 +3.255035286e+02 +3.255035286e+02 +1.805435286e+02 +1.805435286e+02 +3.3919e+00 -2.9806e+00
168 +3.227676018e+02 +3.227676018e+02 +1.778076018e+02 +1.778076018e+02 +3.3910e+00 -3.4366e+00
212 +3.142740461e+02 +3.142740461e+02 +1.693140461e+02 +1.693140461e+02 +3.3767e+00 -2.7391e+00
230 +3.073944546e+02 +3.073944546e+02 +1.624344546e+02 +1.624344546e+02 +3.3688e+00 -2.2927e+00
237 +2.681177023e+02 +2.681177023e+02 +1.231577023e+02 +1.231577023e+02 +3.3107e+00 -2.3693e+00
240 +1.734172649e+02 +1.734172649e+02 +2.845726486e+01 +2.845726486e+01 +3.1506e+00 -2.7536e+00
245 +1.447020483e+02 +1.447020483e+02 -2.579516846e-01 -2.579516846e-01 +3.0956e+00 -2.5387e+00
250 +3.401164932e+01 +3.401164932e+01 -1.109483507e+02 -1.109483507e+02 +2.7856e+00 -2.6417e+00
253 +3.220295938e+01 +3.220295938e+01 -1.127570406e+02 -1.127570406e+02 +2.7802e+00 -2.4690e+00
254 +2.799003559e+01 +2.799003559e+01 -1.169699644e+02 -1.169699644e+02 +2.7582e+00 -2.7282e+00
259 +5.882036863e+00 +5.882036863e+00 -1.390779631e+02 -1.390779631e+02 +2.2128e+00 -2.4726e+00
266 +3.036538783e+00 +3.036538783e+00 -1.419234612e+02 -1.419234612e+02 -5.8687e-01 -2.5226e+00
271 +1.967405984e+00 +1.967405984e+00 -1.429925940e+02 -1.429925940e+02 +1.4044e+00 -2.6339e+00
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.521515401e+03 +5.521515401e+03 +5.515215401e+03 +5.515215401e+03 +0.0000e+00 +0.0000e+00
34 +1.536420300e+03 +1.536420300e+03 +1.530120300e+03 +1.530120300e+03 -4.3377e+00 -4.0559e+00
37 +1.242026748e+03 +1.242026748e+03 +1.235726748e+03 +1.235726748e+03 -3.7952e+00 -1.7492e+00
42 +7.954741350e+02 +7.954741350e+02 +7.891741350e+02 +7.891741350e+02 -3.9068e+00 -3.6533e+00
54 +3.075526381e+00 +3.075526381e+00 -3.224473619e+00 -3.224473619e+00 -5.5197e-01 -2.6861e+00
66 +2.697619238e+00 +2.697619238e+00 -3.602380762e+00 -3.602380762e+00 -7.3702e-02 -1.4904e+00
68 +2.634538532e+00 +2.634538532e+00 -3.665461468e+00 -3.665461468e+00 -1.5658e+00 -2.4309e+00
83 +1.803443285e+00 +1.803443285e+00 -4.496556715e+00 -4.496556715e+00 +1.8942e+00 -1.0427e+00
92 +1.514258598e+00 +1.514258598e+00 -4.785741402e+00 -4.785741402e+00 +2.0817e+00 -1.2388e+00
99 +9.299676598e-01 +9.299676598e-01 -5.370032340e+00 -5.370032340e+00 +2.0762e+00 -2.0489e+00
163 +3.137539854e-01 +3.137539854e-01 -5.986246015e+00 -5.986246015e+00 +2.1210e+00 -2.1360e+00
172 +3.760004265e-02 +3.760004265e-02 -6.262399957e+00 -6.262399957e+00 +2.0981e+00 -2.0945e+00
193 +2.064054463e-02 +2.064054463e-02 -6.279359455e+00 -6.279359455e+00 +2.0990e+00 -2.1152e+00
207 +1.692253966e-02 +1.692253966e-02 -6.283077460e+00 -6.283077460e+00 +2.0892e+00 -2.1153e+00
248 +1.627751348e-02 +1.627751348e-02 -6.283722487e+00 -6.283722487e+00 +2.0880e+00 -2.1151e+00
