% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.737629871e+04 +1.737629871e+04 +1.752544871e+04 +1.752544871e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
862 +1.402187726e+04 +1.402187726e+04 +1.417102726e+04 +1.417102726e+04 -1.0469e+00 -3.2913e-01 -2.5737e+00 -2.2398e+00 -9.1322e-01 -6.3760e-01 +4.1467e-02 -1.6053e-01 -5.4292e-01 -7.5952e-01
886 +1.316137347e+04 +1.316137347e+04 +1.331052347e+04 +1.331052347e+04 +1.4312e+00 -3.2460e-01 -2.6133e+00 -9.9097e-01 -7.3513e-01 -9.3806e-01 -1.3412e-01 -2.6589e+00 -9.8470e-01 +1.8014e+00
941 +1.222435581e+04 +1.222435581e+04 +1.237350581e+04 +1.237350581e+04 +9.9886e-01 -3.0651e-01 -2.2314e+00 -1.2715e+00 -5.3214e-01 -3.8715e-01 -1.6192e-01 +4.3322e-02 -3.9099e-01 +7.3937e-01
945 +1.144372213e+04 +1.144372213e+04 +1.159287213e+04 +1.159287213e+04 +1.0652e+00 +1.1116e-01 -2.1488e+00 -2.8191e-01 -6.2676e-01 -5.2625e-01 +4.4002e-01 -1.0087e+00 -1.1064e+00 +1.0247e+00
948 +5.273939168e+03 +5.273939168e+03 +5.423089168e+03 +5.423089168e+03 +9.9647e-01 -2.1713e+00 -2.6533e+00 -4.7167e-01 -2.3671e+00 -1.0770e+00 -9.8987e-02 -7.6625e-01 -3.4998e-01 +3.2196e-01
962 +3.615084611e+03 +3.615084611e+03 +3.764234611e+03 +3.764234611e+03 +9.2864e-01 -9.3419e-01 -1.9339e+00 -3.7251e-01 -1.5550e+00 -9.6615e-01 -1.1572e-01 -5.0784e-01 -1.4099e-01 +7.3652e-01
1042 +3.292531745e+03 +3.292531745e+03 +3.441681745e+03 +3.441681745e+03 +8.8182e-01 -1.9150e+00 -2.1313e+00 +2.4268e-02 -2.3656e+00 -1.0068e+00 -1.5046e-01 -1.4122e+00 -1.3276e+00 -1.5263e+00
1072 +2.693161553e+03 +2.693161553e+03 +2.842311553e+03 +2.842311553e+03 +1.0408e+00 -6.7617e-01 -2.2946e+00 +9.5862e-01 -2.5798e+00 -8.7759e-01 -4.0460e-01 -1.6460e+00 +9.2002e-01 +1.9554e+00
1109 +2.025938563e+03 +2.025938563e+03 +2.175088563e+03 +2.175088563e+03 +5.3932e-01 -9.0288e-01 -2.0463e+00 +7.6545e-01 -1.8022e+00 -4.0515e-01 -5.3615e-01 -1.5051e+00 -3.6287e-01 -8.3045e-01
1174 +1.834236448e+03 +1.834236448e+03 +1.983386448e+03 +1.983386448e+03 +3.0878e-01 -6.3215e-01 -2.2859e+00 +4.8378e-01 -3.7781e+00 -2.6693e+00 -2.8574e-02 -1.2178e+00 +3.0303e-01 +1.9715e+00
1182 +1.676664167e+03 +1.676664167e+03 +1.825814167e+03 +1.825814167e+03 +5.0196e-01 -5.9829e-02 -2.2480e+00 +1.6803e+00 -3.5268e+00 -2.7921e+00 -1.1031e+00 -2.7749e+00 -9.5353e-01 +1.3497e+00
1202 +1.121404327e+03 +1.121404327e+03 +1.270554327e+03 +1.270554327e+03 +9.4915e-02 -1.0855e+00 -2.0564e+00 -4.5299e-02 -2.1593e+00 -1.0943e+00 -1.2918e+00 -9.8168e-01 -5.9450e-01 -6.2474e-01
1274 +7.186060657e+02 +7.186060657e+02 +8.677560657e+02 +8.677560657e+02 -1.6076e-01 -2.4749e-01 -1.5896e+00 +1.8927e+00 -2.7126e+00 -2.7104e+00 -9.4575e-01 -1.6264e+00 -3.7703e-01 +2.9489e-02
1285 +7.058120280e+02 +7.058120280e+02 +8.549620280e+02 +8.549620280e+02 +4.5478e-01 -5.0747e-01 -1.6116e+00 +1.9687e+00 -2.3398e+00 -1.3099e+00 -9.9536e-01 -1.7611e+00 -3.5742e-01 -1.2343e+00
1312 +6.591318340e+02 +6.591318340e+02 +8.082818340e+02 +8.082818340e+02 +3.1798e-01 -3.4863e-01 -1.5642e+00 +7.9424e-01 -3.2926e+00 -1.8122e+00 -9.2258e-01 -1.3328e+00 -6.7653e-01 +1.0141e+00
1327 +5.574171935e+02 +5.574171935e+02 +7.065671935e+02 +7.065671935e+02 -8.3642e-01 -4.8909e-01 -1.7078e+00 +1.5670e-01 -3.1981e+00 -1.0864e+00 -1.0618e+00 -1.7413e+00 -9.0069e-01 -8.0448e-01
1328 +3.862592801e+02 +3.862592801e+02 +5.354092801e+02 +5.354092801e+02 -5.7007e-01 -3.8918e-01 -1.4163e+00 +8.3962e-01 -3.0457e+00 -1.8787e+00 -1.0869e+00 -1.2326e+00 -4.8566e-01 +1.2177e-01
1334 +3.417773084e+02 +3.417773084e+02 +4.909273084e+02 +4.909273084e+02 +1.9647e-01 -3.3574e-01 -1.3843e+00 +1.5290e+00 -3.2597e+00 -1.7862e+00 -1.3238e+00 -1.4829e+00 -1.9238e-01 -4.9213e-01
1381 +2.812241069e+02 +2.812241069e+02 +4.303741069e+02 +4.303741069e+02 -5.3229e-02 -7.1509e-01 -1.6217e+00 +1.5759e+00 -3.2266e+00 -1.2975e+00 -1.2876e+00 -1.5350e+00 -8.8371e-01 +4.0017e-01
1423 +2.334793719e+02 +2.334793719e+02 +3.826293719e+02 +3.826293719e+02 -4.1788e-01 -8.7227e-01 -1.6313e+00 +1.5939e+00 -3.2610e+00 -1.7264e+00 -9.6872e-01 -1.1674e+00 -6.0670e-01 +3.8351e-01
1462 +1.961271048e+02 +1.961271048e+02 +3.452771048e+02 +3.452771048e+02 -5.8247e-01 -1.4938e+00 -7.6849e-01 +1.4186e+00 -3.0182e+00 -1.4113e+00 -1.6940e+00 -1.4138e+00 -7.1917e-01 +2.8994e-01
1469 +1.362401769e+02 +1.362401769e+02 +2.853901769e+02 +2.853901769e+02 -8.1210e-01 -1.5922e+00 -1.2631e+00 +1.3279e+00 -2.7112e+00 -1.5608e+00 -1.1808e+00 -1.3782e+00 -3.7480e-01 -1.1340e-01
1488 +1.200557104e+02 +1.200557104e+02 +2.692057104e+02 +2.692057104e+02 -6.5678e-01 -1.3559e+00 -1.4705e+00 +1.2470e+00 -3.2820e+00 -1.4576e+00 -1.2542e+00 -1.5008e+00 -1.2132e+00 -5.4542e-01
1513 +1.079955285e+02 +1.079955285e+02 +2.571455285e+02 +2.571455285e+02 -3.1080e-01 -1.3876e+00 -1.3386e+00 +1.3544e+00 -3.0548e+00 -1.4246e+00 -1.3161e+00 -1.4663e+00 -6.3324e-01 -2.6265e-01
1559 +9.900235971e+01 +9.900235971e+01 +2.481523597e+02 +2.481523597e+02 -1.1761e+00 -1.1232e+00 -9.6079e-01 +1.0202e+00 -3.0617e+00 -1.5827e+00 -1.4471e+00 -1.8021e+00 -2.0329e-01 +1.9385e-02
1744 +9.253651491e+01 +9.253651491e+01 +2.416865149e+02 +2.416865149e+02 -1.1946e+00 -9.7514e-01 -9.7616e-01 +6.9086e-01 -3.8592e+00 -1.8655e+00 -1.6486e+00 -2.0995e+00 -6.9505e-01 -1.1421e+00
1748 +8.524446909e+01 +8.524446909e+01 +2.343944691e+02 +2.343944691e+02 -6.9780e-01 -1.0197e+00 -6.4715e-01 +9.1630e-01 -4.0926e+00 -2.6101e+00 -1.6429e+00 -1.7303e+00 -5.9684e-01 -7.2678e-01
1750 +3.859079002e+01 +3.859079002e+01 +1.877407900e+02 +1.877407900e+02 -6.3093e-01 -1.0741e+00 -5.8746e-01 +9.8105e-01 -3.5531e+00 -1.9629e+00 -1.6191e+00 -1.8955e+00 -5.2603e-01 -3.9964e-01
2131 +2.953102662e+01 +2.953102662e+01 +1.786810266e+02 +1.786810266e+02 -1.0078e+00 -1.2245e+00 -1.0559e+00 +9.2310e-01 -3.9674e+00 -2.3256e+00 -1.7794e+00 -1.8429e+00 -6.8156e-01 -4.3881e-01
2175 +2.656003493e+01 +2.656003493e+01 +1.757100349e+02 +1.757100349e+02 -7.5767e-01 -1.3051e+00 -7.5882e-01 +9.9118e-01 -3.7036e+00 -2.0171e+00 -1.6092e+00 -1.7545e+00 -6.9387e-01 -4.0750e-01
2213 +2.588354746e+01 +2.588354746e+01 +1.750335475e+02 +1.750335475e+02 -1.1630e+00 -1.2173e+00 -8.6562e-01 +9.8730e-01 -3.8070e+00 -1.9618e+00 -1.7389e+00 -2.0322e+00 -6.4276e-01 -5.2868e-01
2276 +2.435141593e+01 +2.435141593e+01 +1.735014159e+02 +1.735014159e+02 -8.8396e-01 -1.2984e+00 -1.0821e+00 +9.9610e-01 -3.6606e+00 -2.1427e+00 -1.5523e+00 -2.0004e+00 -9.6899e-01 -2.4072e-01
2377 +1.874961066e+01 +1.874961066e+01 +1.678996107e+02 +1.678996107e+02 -8.9144e-01 -1.2974e+00 -1.0419e+00 +9.5816e-01 -3.6785e+00 -2.1954e+00 -1.6169e+00 -1.8817e+00 -7.5470e-01 -6.0681e-01
2645 +1.805864880e+01 +1.805864880e+01 +1.672086488e+02 +1.672086488e+02 -7.6256e-01 -1.2040e+00 -9.1685e-01 +9.9667e-01 -3.5980e+00 -2.3323e+00 -1.6565e+00 -1.9230e+00 -8.1094e-01 -4.3154e-01
2718 +1.691230196e+01 +1.691230196e+01 +1.660623020e+02 +1.660623020e+02 -9.1580e-01 -1.1690e+00 -8.3445e-01 +8.1394e-01 -3.6394e+00 -2.2194e+00 -1.6698e+00 -1.9540e+00 -8.6489e-01 -4.0984e-01
2862 +1.646880714e+01 +1.646880714e+01 +1.656188071e+02 +1.656188071e+02 -9.8027e-01 -1.1645e+00 -9.0145e-01 +9.1996e-01 -3.7886e+00 -2.1006e+00 -1.6636e+00 -1.9558e+00 -8.4847e-01 -4.2890e-01
2902 +1.329221481e+01 +1.329221481e+01 +1.624422148e+02 +1.624422148e+02 -9.6520e-01 -1.3255e+00 -9.0229e-01 +7.8030e-01 -3.7910e+00 -2.2051e+00 -1.6828e+00 -1.9562e+00 -8.3118e-01 -5.4144e-01
3069 +1.203449195e+01 +1.203449195e+01 +1.611844919e+02 +1.611844919e+02 -6.3374e-01 -1.1410e+00 -9.5817e-01 +9.7476e-01 -3.7011e+00 -2.2254e+00 -1.8575e+00 -1.9690e+00 -7.9000e-01 -5.2196e-01
3203 +1.151228301e+01 +1.151228301e+01 +1.606622830e+02 +1.606622830e+02 -1.3132e+00 -1.2758e+00 -9.2735e-01 +9.4308e-01 -3.7005e+00 -2.2144e+00 -1.7574e+00 -1.9884e+00 -9.4190e-01 -5.4193e-01
3390 +1.050756358e+01 +1.050756358e+01 +1.596575636e+02 +1.596575636e+02 -7.4027e-01 -1.2527e+00 -9.4890e-01 +9.7612e-01 -3.6795e+00 -2.2382e+00 -1.7899e+00 -2.1244e+00 -9.1467e-01 -5.1603e-01
3468 +1.007432882e+01 +1.007432882e+01 +1.592243288e+02 +1.592243288e+02 -6.0254e-01 -1.2337e+00 -9.7289e-01 +8.3710e-01 -3.6608e+00 -2.2100e+00 -1.8336e+00 -2.0748e+00 -9.6802e-01 -5.4715e-01
3499 +9.818276119e+00 +9.818276119e+00 +1.589682761e+02 +1.589682761e+02 -1.0057e+00 -1.3609e+00 -9.3977e-01 +9.2614e-01 -3.6683e+00 -2.1636e+00 -1.7652e+00 -2.0495e+00 -9.0757e-01 -5.2052e-01
3501 +9.716993958e+00 +9.716993958e+00 +1.588669940e+02 +1.588669940e+02 -9.2061e-01 -1.2780e+00 -9.4864e-01 +8.8034e-01 -3.6851e+00 -2.2277e+00 -1.7980e+00 -2.0531e+00 -9.3615e-01 -5.0588e-01
3665 +9.390124110e+00 +9.390124110e+00 +1.585401241e+02 +1.585401241e+02 -8.9698e-01 -1.3801e+00 -9.5584e-01 +8.8675e-01 -3.7104e+00 -2.1735e+00 -1.7841e+00 -2.0075e+00 -9.3197e-01 -5.1376e-01
3780 +9.179981675e+00 +9.179981675e+00 +1.583299817e+02 +1.583299817e+02 -8.0088e-01 -1.3140e+00 -9.5213e-01 +8.8038e-01 -3.6634e+00 -2.1769e+00 -1.8176e+00 -2.0832e+00 -9.3943e-01 -5.2129e-01
3824 +8.833948953e+00 +8.833948953e+00 +1.579839490e+02 +1.579839490e+02 -6.7775e-01 -1.2504e+00 -9.0957e-01 +8.6642e-01 -3.6790e+00 -2.1716e+00 -1.7878e+00 -2.0558e+00 -9.4709e-01 -5.0559e-01
4022 +8.563493414e+00 +8.563493414e+00 +1.577134934e+02 +1.577134934e+02 -7.7405e-01 -1.2687e+00 -9.5154e-01 +8.8481e-01 -3.6919e+00 -2.1862e+00 -1.7923e+00 -2.0675e+00 -9.1468e-01 -5.1395e-01
4105 +8.419786347e+00 +8.419786347e+00 +1.575697863e+02 +1.575697863e+02 -7.0909e-01 -1.2562e+00 -9.4565e-01 +8.4804e-01 -3.6796e+00 -2.1626e+00 -1.8043e+00 -2.0669e+00 -9.0408e-01 -5.0787e-01
4120 +8.228424843e+00 +8.228424843e+00 +1.573784248e+02 +1.573784248e+02 -7.2691e-01 -1.2516e+00 -9.5246e-01 +8.4674e-01 -3.7349e+00 -2.1616e+00 -1.8027e+00 -2.0562e+00 -9.1183e-01 -4.9847e-01
4406 +8.098710269e+00 +8.098710269e+00 +1.572487103e+02 +1.572487103e+02 -6.6466e-01 -1.1993e+00 -9.4295e-01 +8.8744e-01 -3.7233e+00 -2.1589e+00 -1.8060e+00 -2.0749e+00 -9.0542e-01 -4.9784e-01
4665 +7.900038123e+00 +7.900038123e+00 +1.570500381e+02 +1.570500381e+02 -6.2518e-01 -1.1844e+00 -9.4742e-01 +8.4935e-01 -3.7299e+00 -2.1755e+00 -1.8080e+00 -2.0626e+00 -9.0115e-01 -4.7712e-01
5573 +7.755505503e+00 +7.755505503e+00 +1.569055055e+02 +1.569055055e+02 -5.7747e-01 -1.1564e+00 -9.3226e-01 +8.6376e-01 -3.7266e+00 -2.1825e+00 -1.8025e+00 -2.0647e+00 -8.9854e-01 -4.8912e-01
6784 +7.584335244e+00 +7.584335244e+00 +1.567343352e+02 +1.567343352e+02 -5.4521e-01 -1.1117e+00 -9.0102e-01 +8.6673e-01 -3.7203e+00 -2.1778e+00 -1.8028e+00 -2.0571e+00 -8.9894e-01 -4.8992e-01
8145 +7.399979011e+00 +7.399979011e+00 +1.565499790e+02 +1.565499790e+02 -4.9312e-01 -1.0526e+00 -8.7796e-01 +8.6977e-01 -3.7276e+00 -2.1745e+00 -1.8123e+00 -2.0638e+00 -8.9727e-01 -4.9104e-01
9027 +7.241894340e+00 +7.241894340e+00 +1.563918943e+02 +1.563918943e+02 -4.5770e-01 -1.0097e+00 -8.5237e-01 +8.7756e-01 -3.7252e+00 -2.1801e+00 -1.8018e+00 -2.0566e+00 -8.9829e-01 -4.9191e-01
9862 +7.072787642e+00 +7.072787642e+00 +1.562227876e+02 +1.562227876e+02 -4.2367e-01 -9.6868e-01 -8.0910e-01 +8.8760e-01 -3.7232e+00 -2.1738e+00 -1.8006e+00 -2.0605e+00 -9.0044e-01 -4.9082e-01
11470 +6.915099648e+00 +6.915099648e+00 +1.560650996e+02 +1.560650996e+02 -3.8802e-01 -9.2695e-01 -7.7608e-01 +9.0336e-01 -3.7245e+00 -2.1769e+00 -1.7983e+00 -2.0640e+00 -8.9847e-01 -4.9371e-01
12955 +6.757143413e+00 +6.757143413e+00 +1.559071434e+02 +1.559071434e+02 -3.5747e-01 -8.8434e-01 -7.4102e-01 +9.2254e-01 -3.7233e+00 -2.1781e+00 -1.8004e+00 -2.0594e+00 -8.9612e-01 -4.8766e-01
14707 +6.603256337e+00 +6.603256337e+00 +1.557532563e+02 +1.557532563e+02 -3.2911e-01 -8.4578e-01 -6.9890e-01 +9.3118e-01 -3.7210e+00 -2.1756e+00 -1.7975e+00 -2.0617e+00 -8.9746e-01 -4.9041e-01
16062 +6.453813439e+00 +6.453813439e+00 +1.556038134e+02 +1.556038134e+02 -3.1154e-01 -8.0580e-01 -6.5427e-01 +9.7212e-01 -3.7153e+00 -2.1775e+00 -1.8041e+00 -2.0682e+00 -8.9991e-01 -4.9349e-01
